1972;Scarlet Letter, The;Wenders, Wim
1935;Count of Old Town, The;Adolphson, Edvin
1978;Autumn Sonata;Bergman, Ingmar
1944;Gaslight;Cukor, George
1958;Indiscreet;Donen, Stanley
1941;Walpurgis Night;Edgren, Gustaf
1948;Joan of Arc;Fleming, Victor
1982;A Woman Called Golda;Gibson, Alan
1969;A Walk in the Spring Rain;Green, Guy
1949;Under Capricorn;Hitchcock, Alfred
1946;Notorious;Hitchcock, Alfred
1940;June Night;Lindberg, Per
1961;Goodbye Again;Litvak, Anatole
1956;Anastasia;Litvak, Anatole
1945;Bells of St. Mary's, The;McCarey, Leo
1937;Intermezzo;Molander, Gustaf
1938;A Woman's Face;Molander, Gustaf
1935;Swedenhielms;Molander, Gustaf
1939;Only One Night;Molander, Gustav
1938;Dollar;Molander, Gustav
1956;Elena & Her Men;Renoir, Jean
1952;Europa Fifty-One;Rossellini, Roberto
1953;Voyage in Italy;Rossellini, Roberto
1954;Fear;Rossellini, Roberto
1950;Stromboli;Rossellini, Roberto
1969;Cactus Flower;Saks, Gene
1987;Programmed to Kill;Holzman, Allan
1982;Conan the Barbarian;Milius, John
1991;Raw Nerve;Prior, David A.
1970;Think Dirty;Clark, Jim
1982;King of Comedy;Scorsese, Martin
1984;Amadeus;Forman, Milos
1973;White Lightning;Sargent, Joseph
1988;Unbearable Lightness of Being, The;Kaufman, Philip
1972;Life & Times of Judge Roy Bean, The;Huston, John
1970;Airport;Seaton, George
1973;Day for Night;Truffaut, François
1952;Secrets of Women;Bergman, Ingmar
1976;Burnt Offerings;Curtis, Dan
1969;Easy Rider;Hopper, Dennis
1991;Five Easy Pieces;Rafelson, Bob
1974;Day of the Locust, The;Schlesinger, John
1964;Goldfinger;Hamilton, Guy
1977;Exorcist II, The Heretic;Boorman, John
1953;White Lightning;Bernds, Edward
1942;Lady for a Night;Leigh, Jason
1968;Charly;Nelson, Ralph
1973;High Plains Drifter;Eastwood, Clint
1982;Honkytonk Man;Eastwood, Clint
1990;Nightbreed;Barker, Clive
1987;Under the Sun of Satan;Pialat, Maurice
1985;Vagabond;Varda, Agnes
1974;Monty Python & the Holy Grail;Gilliam, Terry
1958;Matchmaker, The;Anthony, Joseph
1981;For Your Eyes Only;Glen, John
1928;Wings;Wellman, William
1992;Medicine Man;McTiernan, John
1989;Good Fellas;Scorsese, Martin
1985;Kiss of the Spider Woman;Babenco, Hector
1990;Rookie, THe;Eastwood, Clint
1973;Sting, The;Hill, George Roy
1958;Torpedo Run;Pevney, Joseph
1986;Instant Justice;Rumar, Craig
1990;Cyrano de Bergerac;Rappeneau, Jean-Paul
1948;Border Street;Ford, Aleksander
1987;Firehouse;Ingvordsen, J. Christian
1965;Morituri;Wicki, Bernhard
1980;From the Life of the Marionettes;Bergman, Ingmar
1988;Frantic;Polanski, Roman
1978;Coma;Crichton, Michael
1988;Dead Ringers;Cronenberg, David
1988;Golden Ninja Invasion;Lambert, Bruce
1973;Exorcist, The;Friedkin, William
1982;Eyes of the Amaryllis, The;King Keller, Frederick
1952;What Price Glory?;Ford, John
1954;Inauguration of the Pleasure Dome;Anger, Kenneth
1989;School Daze;Lee, Spike
1990;End of Innocence, The;Cannon, Dyan
1971;Anderson Tapes, The;Lumet, Sidney
1983;Father Murphy, A Horse from Heaven;Claxton, William F.
1989;Skull;Bergman, Robert
1987;Quick & The Dead, The;Day, Robert
1984;Best Defense;Huyck, Willard
1984;Dreamscape;Ruben, Joseph
1989;Black Rain;Scott, Ridley
1963;8 1/2;Fellini, Federico
1935;One Frightened Night;Cabanne, Christy
1988;Year My Voice Broke, The;Duigan, John
1966;Is Paris Burning?;Clément, René
1974;QB VII;Gries, Tom
1977;Island of Dr. Moreau, The;Taylor, Don
1983;Beyond the Limit;Mackenzie, John
1936;Secret Agent;Hitchcock, Alfred
1972;Big Bust Out, The;Theumer, Ernst R. von
1987;Fourth Protocol, The;Mackenzie, John
1990;Gremlins 2: The New Batch;Dante, Joe
1982;Fast Times at Ridgemont High;Heckerling, Amy
1987;Mannequin;Gottlieb, Michael
1977;Rabid;Cronenberg, David
1990;Party, The;Edwards, Blake
1989;Vampire Raiders, Ninja Queen;Lambert, Bruce
1943;Destroyer;Seiter, William A.
1992;Party Girl;Ray, Nicholas
1989;Twin Peaks;Lynch, David
1987;Moonstruck;Jewison, Norman
1987;Witches of Eastwick, The;Miller, George
1979;Moonraker;Gilbert, Lewis
1984;Beat Street;Lathan, Stan
1989;Never on Tuesday;Rifkin, Adam
1975;Shampoo;Ashby, Hal
1985;Power;Lumet, Sidney
1965;Darling;Schlesinger, John
1963;Ugly American, The;Englund, George
1931;Ambassador Bill;Taylor, Sam
1931;Big Trail, The;Walsh, Raoul
1967;Hombre;Ritt, Martin
1968;Coogan's Bluff;Siegel, Don
1989;Penn & Teller Get Killed;Penn, Arthur
1987;Shy People;Konchalovsky, Andrei
1980;It's My Turn;Weill, Claudia
1988;Dangerous Liaisons;Frears, Stephen
1990;Reversal of Fortune;Schroeder, Barbet
1991;Meeting Venus;Szabó, István
1987;Like Father Like Son;Daniel, Rod
1948;Rope;Hitchcock, Alfred
1962;Road to Hong Kong;Panama, Norman
1989;Shirley Valentine;Gilbert, Lewis
1992;City of Joy;Joffe, Roland
1966;Appaloosa, The;Furie, Sidney J.
1986;Seven Minutes in Heaven;Feferman, Linda
1991;Hearts of Darkness, A Filmmaker's Apocalypse;Bahr, Fax
1961;Tonight for Sure;Coppola, Francis Ford
1990;White Hunter, Black Heart;Eastwood, Clint
1962;Sundays & Cybele;Bourguignon, Serge
1989;Puppet Master;Schmoeller, David
1991;Night Gallery;Spielberg, Steven
1989;Pet Sematary;Lambert, Mary
1992;America's Music, Gospel;Walton, Kip
1977;Slap Shot;Hill, George Roy
1987;O. C. & Stiggs;Altman, Robert
1988;A Fish Called Wanda;Crichton, Charles
1954;A Lesson in Love;Bergman, Ingmar
1957;Brink of Life;Bergman, Ingmar
1986;Betty Blue;Beineix, Jean-Jacques
1979;Hair;Forman, Milos
1989;National Lampoon's Christmas Vacation;S, Jeremiah
1974;Dersu Uzala, (The Hunter);Kurosawa, Akira
1990;Alice;Allen, Woody
1980;Fifth Floor, The;Avedis, Howard Hikmet
1990;Snow Kill;Wright, Thomas J.
1971;People, The;Coppola, Francis Ford
1969;True Grit;Hathaway, Henry
1942;Battle of Midway, The;Ford, John
1948;Three Godfathers;Ford, John
1965;Hush, Hush, Sweet Charlotte;Aldrich, Robert
1946;A Stolen Life;Bernhardt, Curtis
1939;Old Maid, The;Goulding, Edmund
1950;All about Eve;Mankiewicz, Joseph L.
1986;Fly, The;Cronenberg, David
1990;Quick Change;Franklin, Howard 
1988;Lair of the White Worm, The;Russell, Ken
1989;Rainbow, The;Russell, Ken
1956;Man Who Knew Too Much, The;Hitchcock, Alfred
1992;Beauty & the Beast;Cocteau, Jean
1940;Foreign Correspondent;Hitchcock, Alfred
1949;Heiress, The;Wyler, William
1986;Boy Who Could Fly, The;Castle, Nick
1975;Terrorists, The;Wrede, Caspar
1942;Wheel of Fortune;Auer, John H.
1989;Do the Right Thing;Lee, Spike
1990;Court-Martial of Jackie Robinson, The;Peerce, Larry
1967;Elvira Madigan;Widerberg, Bo
1992;Hurricane Smith;Budds, Colin
1983;Risky Business;Brickman, Paul
1980;I Love All of You (Je Vous Aime);Berri, Claude
1986;Love Songs;Chouraqui, Elie
1983;Le Choix des Armes;Comeau, Alain
1981;Choice of Arms;Corneau, Alan
1977;March or Die;Richards, Dick
1980;Last Metro, The;Truffaut, François
1986;Jean de Florette;Berri, Claude
1989;Fat Man & Little Boy;Joffe, Roland
1990;Wild at Heart;Lynch, David
1989;Family Business;Lumet, Sidney
1988;Stand & Deliver;Menendez, Ramon
1981;Looker;Crichton, Michael
1989;Fire & Rain;Jameson, Jerry
1940;Seven Sinners;Garnett, Tay
1961;Judgment at Nuremberg;Kramer, Stanley
1987;Wings of Desire;Wenders, Wim
1991;Until the End of the World;Wenders, Wim
1987;Castaway;Roeg, Nicolas
1991;Delicatessen;Caro, Marc
1979;Great Train Robbery, The;Crichton, Michael
1991;Hanover Street;Hyams, Peter
1991;Hunchback;Tuchner, Michael
1946;My Darling Clementine;Ford, John
1950;Wagon Master;Ford, John
1949;She Wore a Yellow Ribbon;Ford, John
1985;Fantasy Man;Meagher, John
1986;Monster in the Closet;Dahlin, Bob
1992;Double Edge;Kollek, Amos
1976;Network;Lumet, Sidney
1974;Chinatown;Polanski, Roman
1975;Three Days of the Condor;Pollack, Sydney
1977;Voyage of the Damned;Rosenberg, Stuart
1987;Barfly;Schroeder, Barbet
1947;Life with Father;Curtiz, Michael
1943;A Guy Named Joe;Fleming, Victor
1974;Stavisky;Resnais, Alain
1981;Time Bandits;Gilliam, Terry
1980;Shining, The;Kubrick, Stanley
1945;Flame of Barbary Coast;Kane, Joseph
1979;Brood, The;Cronenberg, David
1970;Molly Maguires, The;Ritt, Martin
1984;Beverly Hills Cop;Brest, Martin
1991;Blind Man's Bluff;Quinn, James
1961;La Dolce Vita;Fellini, Federico
1966;After the Fox;De Sica, Vittorio
1974;Man with the Golden Gun, The;Hamilton, Guy
1985;Marbella;Hermoso, Miguel
1967;Bobo, The;Parrish, Robert
1992;Killer Image.;Winning, David
1987;Kandyland;Schnitzer, Robert Allen
1987;Campus Man;Casden, Ron
1956;Jubal;Daves, Delmer
1985;Purple Rose of Cairo, The;Allen, Woody
1984;Broadway Danny Rose;Allen, Woody
1992;Husbands & Wives;Allen, Woody
1986;Hannah & Her Sisters;Allen, Woody
1979;Hurricane;Troell, Jan
1986;Between Two Women;Avnet, John
1981;Cannonball Run, The;Needham, Hal
1936;Doughnuts & Society;Collins, Lewis D.
1978;Holocaust;Chomsky, Marvin J.
1990;Meridian;Band, Charles
1992;Diary of a Hitman;London, Roy
1988;Gor;Kiersch, Fritz
1987;Surrender;Belson, Jerry
1984;Places in the Heart;Benton, Robert
1991;Not Without My Daughter;Gilbert, Brian
1977;Heroes;Kagan, Jeremy Paul
1981;Absence of Malice;Pollack, Sydney
1979;Norma Rae;Ritt, Martin
1989;Steel Magnolias;Ross, Herbert
1989;Burbs, The;Dante, Joe
1980;Empire Strikes Back, The;Kershner, Irvin
1977;Star Wars;Lucas, George
1983;Return of the Jedi;Marquand, Richard
1991;Hear My Song;Chelsom, Peter
1956;Slightly Scarlet;Dwan, Allan
1957;Gunfight at the OK Corral;Sturges, John
1931;Range Feud, The;Lederman, Ross
1990;Bloodsucking Pharaohs in Pittsburgh;Smithey, Alan
1972;Roma;Fellini, Federico
1979;China Syndrome, The;Bridges, James
1986;Morning After, The;Lumet, Sidney
1971;Klute;Pakula, Alan J.
1979;Electric Horseman, The;Pollack, Sydney
1965;Cat Ballou;Silverstein, Elliot
1940;Rebecca;Hitchcock, Alfred
1944;Jane Eyre;Stevenson, Robert
1973;Stacey!;Sidaris, Andy
1992;Naked Obsession;Golden, Dan
1989;Stripped to Kill II, Live Girls;Ruben, Katt Shea
1990;Rain Killer, The;Stein, Ken
1983;Valley Girl;Coolidge, Martha
1991;Silence of the Lambs, The;Demme, Jonathan
1988;Stealing Home;Kampmann, Steven 
1972;Napoleon & Samantha;McEveety, Bernard
1955;Blackboard Jungle, The;Brooks, Richard
1989;My Left Foot;Sheridan, Jim
1987;Back to the Beach;Hobbs, Lyndall
1934;Painted Veil, The;Boleslawski, Richard
1931;Inspiration;Brown, Clarence
1930;Anna Christie;Brown, Clarence
1926;Flesh & the Devil, The;Brown, Clarence
1928;Woman of Affairs;Brown, Clarence
1935;Anna Karenina;Brown, Clarence
1936;Camille;Cukor, George
1931;Mata Hari;Fitzmaurice, George
1929;Wild Orchids;Franklin, Sidney
1932;Grand Hotel;Goulding, Edmund
1931;Susan Lennox, Her Fall & Rise;Leonard, Robert Z.
1939;Ninotchka;Lubitsch, Ernst
1933;Queen Christina;Mamoulian, Rouben
1928;Mysterious Lady, The;Niblo, Fred
1925;Joyless Street;Pabst, Georg Wilhelm
1929;Single Standard, The;Robertson, John S.
1962;A Child Is Waiting;Cassavetes, John
1982;Tootsie;Pollack, Sydney
1989;Let It Ride;Pytka, Joe
1953;Julius Caesar;Mankiewicz, Joseph L.
1979;Nineteen Forty-One;Spielberg, Steven
1975;Jaws;Spielberg, Steven
1987;Hot Pursuit;Lisberger, Steven
1989;Triumph of the Spirit;Young, Robert M.
1975;Brannigan;Hickox, Douglas
1979;Buffet Froid;Blier, Bertrand
1986;Salvador;Stone, Oliver
1959;Horse Soldiers, The;Ford, John
1954;Long John Silver;Haskin, Byron
1961;Hustler, The;Rossen, Robert
1983;Star Chamber, The;Hyam, Peter
1988;Clara's Heart;Mulligan, Robert
1987;Burglar;Wilson, Hugh
1978;Bloodbrothers;Mulligan, Robert
1988;Rain Man;Levinson, Barry
1966;Masculine Feminine;Godard, Jean-Luc
1964;Outer Limits, The;Stanley, Paul
1979;Last Ride of the Dalton Gang, The;Curtis, Dan
1932;Number Seventeen;Hitchcock, Alfred
1986;Manhunter;Mann, Michael
1990;Bonfire of the Vanities, The;De Palma, Brian
1988;Working Girl;Nichols, Mike
1992;Shining Through;Seltzer, David
1988;Tokyo Pop;Kuzui, Fran Rubel
1991;Terminator 2;Cameron, James
1984;Terminator, The;Cameron, James
1986;King Kong Lives!;Guillermin, John
1991;At Play in the Fields of the Lord;Babenco, Hector
1990;Crazy People;Bill, Tony
1992;Memoirs of an Invisible Man;Carpenter, John
1985;Clan of the Cave Bear, The;Chapman, Michael
1983;Final Terror, The;Davis, Andrew
1984;Reckless;Foley, James
1989;High Spirits;Jordan, Neil
1987;Roxanne;Schepisi, Fred
1982;Blade Runner;Scott, Ridley
1987;Wall Street;Stone, Oliver
1938;Flaming Frontiers;Taylor, Ray
1936;Libeled Lady;Conway, Jack
1976;Inserts;Byrum, John
1988;Blue Iguana, The;Lafia, John
1983;Tender Mercies;Beresford, Bruce
1987;Nights in White Satin;Barnard, Michael
1989;Videodrome;Cronenberg, David
1991;Intimate Stranger;Holzman, Allan
1986;Highlander;Mulcahy, Russell
1989;Tango & Cash;Konchalovsky, Andrei
1970;There's a Girl in My Soup;Boulting, Roy
1984;Swing Shift;Demme, Jonathan
1978;Foul Play;Higgins, Colin
1982;Best Friends;Jewison, Norman
1972;Butterflies Are Free;Katselas, Milton
1987;Overboard;Marshall, Garry
1974;Girl from Petrovka, The;Miller, Robert Ellis
1992;Housesitter;Oz, Frank
1986;Wildcats;Ritchie, Michael
1984;Protocol;Ross, Herbert
1980;Seems Like Old Times;Sandrich, Jay
1974;Sugarland Express, The;Spielberg, Steven
1980;Private Benjamin;Zieff, Howard
1931;Arrowsmith;Ford, John
1972;Say Goodbye Maggie Cole;Taylor, Jud
1964;Circus World;Hathaway, Henry
1952;Affair in Trinidad;Sherman, Vincent
1948;Lady from Shanghai;Welles, Orson
1940;Lady in Question;Vidor, Charles
1946;Gilda;Vidor, Charles
1948;Loves of Carmen, The;Vidor, Charles
1990;Dick Tracy;Beatty, Warren
1964;Marnie;Hitchcock, Alfred
1987;Hot Child in the City;Florea, John
1984;Johnny Dangerously;Heckerling, Amy
1985;Stark;Holcomb, Rod
1949;Three Strange Loves;Bergman, Ingmar
1964;My Fair Lady;Cukor, George
1960;Unforgiven, The;Huston, John
1976;Robin & Marian;Lester, Richard
1961;Children's Hour, The;Wyler, William
1956;Rainmaker, The;Anthony, Joseph
1952;Pat & Mike;Cukor, George
1968;Lion in Winter, THe;Harvey, Anthony
1991;Sea of Grass, The;Kazan, Elia
1967;Guess Who's Coming to Dinner;Kramer, Stanley
1957;Desk Set;Lang, Walter
1975;Rooster Cogburn;Miller, Stuart
1981;On Golden Pond;Rydell, Mark
1992;Juice;Dickerson, Ernest R.
1986;Hoosiers;Anspaugh, David
1987;Tin Men;Levinson, Barry
1988;Last Temptation of Christ, The;Scorsese, Martin
1988;Souvenir;Reeve, Geoffrey
1966;A Man for All Seasons;Zinnemann, Fred
1986;Knights & Emeralds;Emes, Ian
1989;Masque of the Red Death;Brand, Larry
1943;Adventures of Smilin' Jack, The;Taylor, Ray
1992;Adventures in Dinosaur City;Thompson, Brett
1987;Allnighter, The;Hoffs, Tamar Simon
1980;Caddyshack;Ramis, Harold
1973;Tom Sawyer;Taylor, Don
1987;Rita, Sue & Bob Too;Clarke, Alan
1947;Hawk of Powder River;Taylor, Ray
1928;Tempest;Taylor, Sam
1986;Running Mates;Neff, Thomas L.
1987;Prettykill;Kaczender, George
1934;Judge Priest;Ford, John
1950;Harvey;Koster, Henry
1991;If Looks Could Kill;Wilmington, Michael
1987;Raising Arizona;Coen, Joel
1989;Once Around;Hallström, Lasse
1980;Loulou;Pialat, Maurice
1982;World According to Garp, The;Hill, George Roy
1980;Virus;Fukasaku, Kinji
1940;Northwest Passage;Vidor, King
1987;Gardens of Stone;Coppola, Francis Ford
1989;Enemies, a Love Story;Mazursky, Paul
1992;Addams Family, The;Sonnenfeld, B.
1932;Freaks;Browning, Tod
1991;Necessary Roughness;Dragoti, Stan
1990;A Show of Force;Barreto, Bruno
1980;Competition, The;Oliansky, Joel
1988;Crossing Delancey;Silver, Joan Micklin
1982;State of Things, The;Wenders, Wim
1987;Business As Usual;Barrett, Lezli-An
1973;A Touch of Class;Frank, Melvin
1970;Women in Love.;Russell, Ken
1988;Salome's Last Dance;Russell, Ken
1986;Casino;Chaffey, Don
1955;Smiles of a Summer Night;Bergman, Ingmar
1989;New Year's Day;Jaglom, Henry
1981;Mephisto;Szabó, István
1927;Easy Virtue;Hitchcock, Alfred
1991;Strictly Business;Hooks, Kevin
1983;Blame It on Rio;Donen, Stanley
1987;Straight to Hell;Cox, Alex
1986;American Anthem;Magnoli, Albert
1963;Bedtime Story;Levy, Ralph
1988;Night Train to Katmandu, THe;Wiemer, Robert
1948;Port of Call;Bergman, Ingmar
1973;Paper Moon;Bogdanovich, Peter
1983;Yellowbeard;Damski, Mel
1975;Adventures of Sherlock Holmes' Smarter;Wilder, Gene
1990;Flashback;Amurri, Franco
1977;World's Greatest Lover, The;Wilder, Gene
1955;Killer's Kiss;Kubrick, Stanley
1988;Deceivers, The;Meyer, Nicholas
1983;Breathless;McBride, Jim
1989;Born on the Fourth of July;Stone, Oliver
1991;Awakenings;Marshall, Penny
1977;Annie Hall;Allen, Woody
1979;Manhattan;Allen, Woody
1981;Reds;Beatty, Warren
1986;Crimes of the Heart;Beresford, Bruce
1977;Looking for Mr. Goodbar;Brooks, Richard
1972;Godfather, The;Coppola, Francis Ford
1974;Godfather, Pt 2., The;Coppola, Francis Ford
1976;I Will, I Will...For Now;Panama, Norman
1972;Play It Again, Sam;Ross, Herbert
1970;Fellini Satyricon;Fellini, Federico
1980;Formula, The;Avildsen, John G.
1977;Black Sunday;Frankenheimer, John
1977;Bobby Deerfield;Pollack, Sydney
1972;Last of the Red Hot Lovers;Saks, Gene
1953;Mogambo;Ford, John
1955;To Catch a Thief;Hitchcock, Alfred
1954;Rear Window;Hitchcock, Alfred
1945;Woman Who Came Back;Colmes, Walter
1939;Stanley & Livingstone;King, Henry
1956;Bad Seed, The;LeRoy, Mervyn
1989;Lethal Weapon 2;Donner, Richard
1992;Blame It on the Bellboy;Herman, Mark
1927;Drop Kick, The;Webb, Millard
1978;Superman, The Movie;Donner, Richard
1987;Superman IV: The Quest for Peace;Furie, Sidney J.
1970;Quackser Fortune Has a Cousin in the Bronx;Waris, Hussein
1989;Dead Calm;Noyce, Phillip
1990;Days of Thunder;Scott, Tony
1987;My Life As a Dog;Hallström, Lasse
1983;Moon in the Gutter, The;Beineix, Jean-Jacques
1984;Paris, Texas;Wenders, Wim
1984;Unfaithfully Yours;Zieff, Howard
1987;Bullseye!;Winner, Michael
1989;Erik the Viking;Jones, Terry
1987;Dragonard;Kikoine, Gerard
1986;Hard Choices;King, Rick
1969;Rain People, The;Coppola, Francis Ford
1984;A Year of the Quiet Sun;Zanussi, Krzystoff
1935;Desert Trail, The;Collins, Lewis D.
1990;Almost an Angel;Cornell, John
1986;Crocodile Dundee;Faiman, Peter
1977;American Friend, The;Wenders, Wim
1989;See You in the Morning;Pakula, Alan J.
1987;Arrogant, The;Blot, Philippe
1989;Dracula's Widow;Coppola, Christopher
1987;Ninja Masters of Death;Lambert, Bruce
1990;Mystery Train;Jarmusch, Jim
1978;Go Tell the Spartans;Post, Ted
1986;True Stories;Byrne, David
1953;Ugetsu Monogatari;Mizoguchi, Kenji
1969;Rebel Rousers;Cohen, Martin B.
1988;Plain Clothes;Coolidge, Martha
1981;Whose Life Is It, Anyway?;Badham, John
1988;Running on Empty;Lumet, Sidney
1990;Funny about Love;Nimoy, Leonard
1985;A Chorus Line, The Movie;Attenborough, Richard
1986;Stewardess School;Blancato, Ken
1987;Big Town, The;Bolt, Ben
1983;Rumble Fish;Coppola, Francis Ford
1983;Outsiders, The;Coppola, Francis Ford
1990;Priceless Beauty;Finch, Charles
1989;Streets of Fire;Hill, Walter
1990;Men Don't Leave;Brickman, Paul
1988;Everybody's All American;Hackford, Taylor
1992;Cape Fear;Scorsese, Martin
1949;Crashing Thru;Taylor, Ray
1978;Get Out Your Handkerchiefs;Blier, Bertrand
1971;Boy Friend, THe;Russell, Ken
1990;Hard To Kill;Malmuth, Bruce
1960;Psycho;Hitchcock, Alfred
1957;Jet Pilot;Sternberg, Josef von
1987;Under Cover;Stockwell, John
1951;A Streetcar Named Desire;Kazan, Elia
1986;Golden Child, The;Ritchie, Michael
1971;Statue, The;Amateau, Rod
1985;Christopher Columbus;Lattuada, Alberto
1989;In Country;Jewison, Norman
1978;Wild Geese, The;McLaglen, Andrew V.
1974;Second Coming of Suzanne., The;Barry, Michael
1980;Bronco Billy;Eastwood, Clint
1977;Gauntlet, The;Eastwood, Clint
1986;Ratboy;Locke, Sondra
1938;Lady Vanishes;Hitchcock, Alfred
1987;Kitchen Toto, THe;Hook, Harry
1959;Carlton-Browne of the F.O.;Boulting, Roy
1929;Racketeer;Higgin, Howard
1941;Mr. & Mrs. Smith;Hitchcock, Alfred
1986;Alrededor de Medianoche;Rayfield, David
1982;Losin' It;Hanson, Curtis
1987;Into the Homeland;Glatter, Lesli Linka
1991;Boxing Babes;Dell, Stewart
1991;Shock 'em Dead;Freed, Mark
1960;Heller in Pink Tights;Cukor, George
